Title,Genres
Uncle Buck,"['Quirky Comedy', 'Comedy']"
Unforgiven,"['Period Drama', 'Tragedy', 'Drama', 'Western']"
Willow,"['Adventure Epic', 'Dark Fantasy', 'Epic', 'Fantasy Epic', 'Quest', 'Sword & Sorcery', 'Action', 'Adventure', 'Drama', 'Fantasy']"
Me Before You,"['Feel-Good Romance', 'Drama', 'Romance']"
500 Days of Summer,"['Quirky Comedy', 'Romantic Comedy', 'Comedy', 'Drama', 'Romance']"
Scream,"['Dark Comedy', 'Slasher Horror', 'Suspense Mystery', 'Teen Horror', 'Whodunnit', 'Horror', 'Mystery']"
Us,"['Dark Comedy', 'Psychological Horror', 'Teen Horror', 'Horror', 'Mystery', 'Thriller']"
The Secret Life of Walter Mitty,"['Globetrotting Adventure', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']"
Mr. Nobody,"['Dark Romance', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']"
Lilo & Stitch,"['Alien Invasion', 'Buddy Comedy', 'Hand-Drawn Animation', 'Sci-Fi Epic', 'Space Sci-Fi', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family']"
Fast X,"['Action Epic', 'Car Action', 'Urban Adventure', 'Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']"
Frewaka,"['Folk Horror', 'Horror']"
Life Is Beautiful,"['Period Drama', 'Romantic Comedy', 'Tragedy', 'Tragic Romance', 'Comedy', 'Drama', 'Romance', 'War']"
Good Bad Ugly,"['Action', 'Drama', 'Thriller']"
Knock Knock,"['Psychological Thriller', 'Crime', 'Thriller']"
Deadpool,"['Dark Comedy', 'Gun Fu', 'Raunchy Comedy', 'Superhero', 'Action', 'Comedy', 'Sci-Fi']"
Warrior,"['Boxing', 'Action', 'Drama', 'Sport']"
Final Destination 5,"['Splatter Horror', 'Supernatural Horror', 'Teen Horror', 'Horror', 'Thriller']"
Promising Young Woman,"['Psychological Thriller', 'Suspense Mystery', 'Tragedy', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Come and See,"['Epic', 'Period Drama', 'Tragedy', 'War Epic', 'Drama', 'Thriller', 'War']"
Downfall,"['Docudrama', 'Political Drama', 'Tragedy', 'Biography', 'Drama', 'History', 'War']"
Kingsman: The Golden Circle,"['Drug Crime', 'Satire', 'Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
Angels & Demons,"['Conspiracy Thriller', 'Suspense Mystery', 'Mystery', 'Thriller']"
Train to Busan,"['Tragedy', 'Zombie Horror', 'Action', 'Horror', 'Thriller']"
Brokeback Mountain,"['Contemporary Western', 'Steamy Romance', 'Tragedy', 'Tragic Romance', 'Drama', 'Romance']"
2073,"['Documentary', 'Thriller']"
Basic Instinct,"['Erotic Thriller', 'Psychological Thriller', 'Suspense Mystery', 'Whodunnit', 'Drama', 'Mystery', 'Thriller']"
The Great Gatsby,"['Period Drama', 'Tragedy', 'Tragic Romance', 'Drama', 'Romance']"
Zodiac,"['Cop Drama', 'Epic', 'Police Procedural', 'Psychological Thriller', 'Serial Killer', 'True Crime', 'Whodunnit', 'Crime', 'Drama', 'Mystery']"
RoboCop,"['Cyberpunk', 'Dark Comedy', 'One-Person Army Action', 'Superhero', 'Tragedy', 'Action', 'Crime', 'Sci-Fi', 'Thriller']"
Kinds of Kindness,"['Dark Comedy', 'Tragedy', 'Comedy', 'Drama', 'Horror']"
The Raid 2,"['Martial Arts', 'Action', 'Crime', 'Thriller']"
Grown Ups 2,"['Raunchy Comedy', 'Comedy']"
Pan's Labyrinth,"['Coming-of-Age', 'Dark Fantasy', 'Fairy Tale', 'Period Drama', 'Supernatural Fantasy', 'Teen Fantasy', 'Tragedy', 'Drama', 'Fantasy', 'War']"
The Intouchables,"['Docudrama', 'Comedy', 'Drama']"
The Blue Lagoon,"['Coming-of-Age', 'Survival', 'Teen Drama', 'Teen Romance', 'Adventure', 'Drama', 'Romance']"
Minority Report,"['Conspiracy Thriller', 'Cyber Thriller', 'Cyberpunk', 'Dystopian Sci-Fi', 'Psychological Thriller', 'Suspense Mystery', 'Action', 'Crime', 'Mystery', 'Sci-Fi']"
Apocalypto,"['Action Epic', 'Adventure Epic', 'Epic', 'Jungle Adventure', 'Period Drama', 'Action', 'Adventure', 'Drama', 'Thriller']"
A Different Man,"['Dark Comedy', 'Comedy', 'Drama', 'Thriller']"
Mamma Mia!,"['Feel-Good Romance', 'Jukebox Musical', 'Pop Musical', 'Romantic Comedy', 'Comedy', 'Musical', 'Romance']"
Glass Onion,"['Cozy Mystery', 'Satire', 'Whodunnit', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Wind River,"['Contemporary Western', 'Cop Drama', 'Tragedy', 'Whodunnit', 'Crime', 'Drama', 'Mystery', 'Thriller', 'Western']"
Costao,['Drama']
Black Hawk Down,"['Action Epic', 'Docudrama', 'Epic', 'Historical Epic', 'Tragedy', 'War Epic', 'Action', 'Drama', 'History', 'War']"
Love & Other Drugs,"['Feel-Good Romance', 'Raunchy Comedy', 'Romantic Comedy', 'Steamy Romance', 'Comedy', 'Drama', 'Romance']"
Homefront,"['Conspiracy Thriller', 'One-Person Army Action', 'Action', 'Crime', 'Thriller']"
About Time,"['Feel-Good Romance', 'Romantic Comedy', 'Time Travel', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']"
Sisters,"['Buddy Comedy', 'Comedy']"
300,"['Action Epic', 'Epic', 'Sword & Sandal', 'Action', 'Drama']"
Starship Troopers,"['Alien Invasion', 'Dystopian Sci-Fi', 'Space Sci-Fi', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']"
The Equalizer 2,"['One-Person Army Action', 'Whodunnit', 'Action', 'Crime', 'Mystery', 'Thriller']"
Sneaks,"['Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Family']"
The Conjuring,"['Supernatural Horror', 'Suspense Mystery', 'Horror', 'Mystery', 'Thriller']"
Captain America: The Winter Soldier,"['Conspiracy Thriller', 'Political Thriller', 'Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Love Hurts,"['Martial Arts', 'Romantic Comedy', 'Action', 'Comedy', 'Romance']"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","['Fantasy Epic', 'Supernatural Fantasy', 'Sword & Sorcery', 'Teen Adventure', 'Adventure', 'Family', 'Fantasy']"
Home Alone,"['High-Concept Comedy', 'Holiday Comedy', 'Holiday Family', 'Slapstick', 'Comedy', 'Family', 'Holiday']"
Jumanji: Welcome to the Jungle,"['Body Swap Comedy', 'High-Concept Comedy', 'Jungle Adventure', 'Quest', 'Supernatural Fantasy', 'Action', 'Adventure', 'Comedy', 'Fantasy']"
A Clockwork Orange,"['Dark Comedy', 'Dystopian Sci-Fi', 'Crime', 'Sci-Fi']"
Dunkirk,"['Action Epic', 'Epic', 'Historical Epic', 'Period Drama', 'War Epic', 'Action', 'Drama', 'History', 'Thriller', 'War']"
Alarum,"['Spy', 'Action', 'Crime', 'Thriller']"
We're the Millers,"['Dark Comedy', 'Road Trip', 'Comedy', 'Crime']"
Drive,"['Car Action', 'One-Person Army Action', 'Action', 'Drama']"
The Unholy Trinity,"['Adventure', 'Crime', 'Western']"
Love Lies Bleeding,"['Dark Romance', 'Drug Crime', 'Erotic Thriller', 'Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']"
The Witch,"['Dark Fantasy', 'Folk Horror', 'Period Drama', 'Supernatural Horror', 'Witch Horror', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']"
A Knight's Tale,"['Feel-Good Romance', 'Action', 'Adventure', 'Drama', 'Romance']"
The Place Beyond the Pines,"['Heist', 'Tragedy', 'Crime', 'Drama', 'Thriller']"
Transformers One,"['Action Epic', 'Adventure Epic', 'Computer Animation', 'Fantasy Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Animation', 'Family']"
The Fugitive,"['Conspiracy Thriller', 'Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
21 Jump Street,"['Buddy Cop', 'Police Procedural', 'Action', 'Comedy', 'Crime']"
Spider-Man: Into the Spider-Verse,"['Computer Animation', 'Superhero', 'Supernatural Fantasy', 'Teen Adventure', 'Teen Comedy', 'Urban Adventure', 'Action', 'Adventure', 'Animation', 'Comedy']"
Monty Python and the Holy Grail,"['Farce', 'Parody', 'Quest', 'Satire', 'Sketch Comedy', 'Slapstick', 'Sword & Sorcery', 'Adventure', 'Comedy', 'Fantasy']"
Sixteen Candles,"['Farce', 'Teen Comedy', 'Teen Romance', 'Comedy', 'Romance']"
Platoon,"['Drama', 'War']"
The Lord of the Rings: The Two Towers,"['Action Epic', 'Adventure Epic', 'Dark Fantasy', 'Epic', 'Fantasy Epic', 'Quest', 'Sword & Sorcery', 'Adventure', 'Drama', 'Fantasy']"
Amadeus,"['Costume Drama', 'Epic', 'Period Drama', 'Tragedy', 'Biography', 'Drama', 'Music']"
"Three Billboards Outside Ebbing, Missouri","['Dark Comedy', 'Satire', 'Comedy', 'Crime', 'Drama']"
Mob Cops,"['Crime', 'Drama']"
The Hobbit: An Unexpected Journey,"['Adventure Epic', 'Fantasy Epic', 'Mountain Adventure', 'Quest', 'Sword & Sorcery', 'Adventure', 'Fantasy']"
Point Break,"['Heist', 'Action', 'Crime', 'Thriller']"
Five Nights at Freddy's,"['Supernatural Horror', 'Suspense Mystery', 'Whodunnit', 'Horror', 'Mystery', 'Thriller']"
Hacksaw Ridge,"['Docudrama', 'Epic', 'Period Drama', 'War Epic', 'Biography', 'Drama', 'History', 'War']"
The Rose of Versailles,"['Anime', 'Shōjo', 'Animation', 'Drama', 'History', 'Romance']"
Inside Out 2,"['Coming-of-Age', 'Computer Animation', 'Quest', 'Teen Comedy', 'Teen Drama', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family']"
The Age of Adaline,"['Feel-Good Romance', 'Supernatural Fantasy', 'Drama', 'Fantasy', 'Romance']"
Ratatouille,"['Animal Adventure', 'Computer Animation', 'Satire', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
Thor: Ragnarok,"['Superhero', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
Shallow Hal,"['High-Concept Comedy', 'Romantic Comedy', 'Comedy', 'Drama', 'Fantasy', 'Romance']"
Star Wars: Episode VIII - The Last Jedi,"['Action Epic', 'Adventure Epic', 'Fantasy Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Landmine Goes Click,"['Splatter Horror', 'Action', 'Crime', 'Drama', 'Horror', 'Thriller']"
Jurassic World,"['Dinosaur Adventure', 'Jungle Adventure', 'Action', 'Adventure', 'Sci-Fi']"
Harry Potter and the Prisoner of Azkaban,"['Sword & Sorcery', 'Teen Adventure', 'Teen Fantasy', 'Adventure', 'Family', 'Fantasy', 'Mystery']"
Call Me by Your Name,"['Coming-of-Age', 'Steamy Romance', 'Drama', 'Romance']"
The Game,"['Conspiracy Thriller', 'Psychological Drama', 'Psychological Thriller', 'Suspense Mystery', 'Tragedy', 'Drama', 'Mystery', 'Thriller']"
Hidden Figures,"['Docudrama', 'Biography', 'Drama', 'History']"
Split,"['Psychological Horror', 'Psychological Thriller', 'Horror', 'Thriller']"
Y tu mamá también,"['Coming-of-Age', 'Road Trip', 'Teen Drama', 'Drama']"
Martyrs,"['Splatter Horror', 'Tragedy', 'Horror']"
Here,"['Coming-of-Age', 'Drama']"
If Only,"['Romantic Comedy', 'Tragic Romance', 'Comedy', 'Drama', 'Fantasy', 'Romance']"
Stardust,"['Fairy Tale', 'Fantasy Epic', 'Feel-Good Romance', 'Quest', 'Romantic Epic', 'Swashbuckler', 'Adventure', 'Fantasy', 'Romance']"
Popeye: The Slayer Man,"['B-Horror', 'Slasher Horror', 'Horror']"
Gunslingers,"['Action', 'Drama', 'Western']"
Unfaithful,"['Dark Romance', 'Erotic Thriller', 'Steamy Romance', 'Drama', 'Romance', 'Thriller']"
Secretary,"['Dark Comedy', 'Romantic Comedy', 'Steamy Romance', 'Workplace Drama', 'Comedy', 'Drama', 'Romance']"
True Romance,"['Dark Romance', 'Drug Crime', 'Crime', 'Drama', 'Romance', 'Thriller']"
Edge of Tomorrow,"['Alien Invasion', 'Dystopian Sci-Fi', 'Sci-Fi Epic', 'Time Travel', 'Action', 'Adventure', 'Sci-Fi']"
Total Recall,"['Cyberpunk', 'One-Person Army Action', 'Space Sci-Fi', 'Action', 'Adventure', 'Sci-Fi']"
I Spit on Your Grave,"['Splatter Horror', 'Horror', 'Thriller']"
Ex Machina,"['Artificial Intelligence', 'Psychological Thriller', 'Drama', 'Sci-Fi', 'Thriller']"
The Toxic Avenger,"['Splatter Horror', 'Action', 'Comedy', 'Horror']"
Once Upon a Time in the West,"['Desert Adventure', 'Epic', 'Spaghetti Western', 'Western Epic', 'Drama', 'Western']"
No Time to Die,"['Action Epic', 'Adventure Epic', 'Globetrotting Adventure', 'Spy', 'Action', 'Adventure', 'Thriller']"
Superman,"['Sci-Fi Epic', 'Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']"
The Ballad of Wallis Island,"['Quirky Comedy', 'Comedy', 'Drama', 'Music']"
The Hunt,"['Psychological Drama', 'Tragedy', 'Drama']"
The Rule of Jenny Pen,"['Psychological Horror', 'Psychological Thriller', 'Horror', 'Mystery', 'Thriller']"
Mission: Impossible - Rogue Nation,"['Globetrotting Adventure', 'Spy', 'Action', 'Adventure', 'Thriller']"
Horizon: An American Saga - Chapter 1,"['Epic', 'Western Epic', 'Drama', 'Western']"
Sing,"['Animal Adventure', 'Computer Animation', 'Jukebox Musical', 'Animation', 'Comedy', 'Family', 'Musical']"
The Pianist,"['Docudrama', 'Epic', 'Period Drama', 'Tragedy', 'War Epic', 'Biography', 'Drama', 'Music', 'War']"
Creed,"['Boxing', 'Action', 'Drama', 'Sport']"
Grave of the Fireflies,"['Adult Animation', 'Anime', 'Hand-Drawn Animation', 'Period Drama', 'Tragedy', 'Animation', 'Drama', 'War']"
Charlie and the Chocolate Factory,"['Dark Comedy', 'Supernatural Fantasy', 'Teen Fantasy', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']"
The Sound of Music,"['Classic Musical', 'Epic', 'Period Drama', 'Biography', 'Drama', 'Family', 'Musical', 'Romance']"
The Martian,"['Space Sci-Fi', 'Survival', 'Adventure', 'Drama', 'Sci-Fi']"
Despicable Me 4,"['Computer Animation', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Sci-Fi']"
Old School,"['Raunchy Comedy', 'Comedy']"
White Chicks,"['Buddy Comedy', 'Police Procedural', 'Satire', 'Comedy', 'Crime']"
The Girl with the Dragon Tattoo,"['Psychological Drama', 'Psychological Thriller', 'Serial Killer', 'Whodunnit', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Terminator: Dark Fate,"['Artificial Intelligence', 'Cyberpunk', 'Time Travel', 'Action', 'Adventure', 'Sci-Fi']"
Kids,"['Coming-of-Age', 'Teen Drama', 'Tragedy', 'Drama']"
The Revenant,"['Epic', 'Period Drama', 'Survival', 'Western Epic', 'Adventure', 'Drama', 'Western']"
The Family I Had,"['Crime', 'Documentary']"
The Predator,"['Alien Invasion', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Poltergeist,"['Supernatural Horror', 'Horror', 'Thriller']"
Lie with Me,"['Dark Romance', 'Steamy Romance', 'Drama', 'Romance']"
Juliet & Romeo,"['Drama', 'Musical', 'Romance']"
Only the Brave,"['Disaster', 'Docudrama', 'Action', 'Biography', 'Drama']"
Wrong Turn,"['Slasher Horror', 'Splatter Horror', 'Teen Horror', 'Horror', 'Thriller']"
The Wedding Banquet,"['Feel-Good Romance', 'Romantic Comedy', 'Comedy', 'Romance']"
A Beautiful Mind,"['Docudrama', 'Period Drama', 'Psychological Drama', 'Biography', 'Drama', 'Mystery']"
Mid90s,"['Coming-of-Age', 'Comedy', 'Drama']"
September 5,"['Docudrama', 'Period Drama', 'Tragedy', 'Drama', 'History', 'Thriller']"
Fury,"['Period Drama', 'Action', 'Drama', 'War']"
The Perks of Being a Wallflower,"['Coming-of-Age', 'Psychological Drama', 'Teen Drama', 'Drama']"
Anatomy of a Fall,"['Legal Drama', 'Legal Thriller', 'Psychological Drama', 'Psychological Thriller', 'Crime', 'Drama', 'Thriller']"
Notting Hill,"['Feel-Good Romance', 'Romantic Comedy', 'Satire', 'Showbiz Drama', 'Comedy', 'Drama', 'Romance']"
Don't Look Up,"['Dark Comedy', 'Satire', 'Tragedy', 'Comedy', 'Drama', 'Sci-Fi']"
Free Guy,"['Artificial Intelligence', 'High-Concept Comedy', 'Superhero', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi']"
Sisu,"['Action Epic', 'One-Person Army Action', 'Action', 'War']"
Avengers: Age of Ultron,"['Artificial Intelligence', 'Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']"
The General's Daughter,"['Political Thriller', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Moana,"['Computer Animation', 'Quest', 'Sea Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']"
The Last Showgirl,"['Workplace Drama', 'Drama']"
Your Name.,"['Anime', 'Shōjo', 'Animation', 'Drama', 'Fantasy', 'Romance']"
Home Sweet Home: Rebirth,"['Action', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
Harry Potter and the Chamber of Secrets,"['Sword & Sorcery', 'Teen Adventure', 'Teen Fantasy', 'Adventure', 'Family', 'Fantasy', 'Mystery']"
Moneyball,"['Baseball', 'Docudrama', 'Biography', 'Drama', 'Sport']"
A Dog's Way Home,"['Adventure', 'Drama', 'Family']"
Return to Silent Hill,"['Supernatural Horror', 'Horror']"
Die Alone,"['Zombie Horror', 'Drama', 'Horror', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']"
Scary Movie,"['Parody', 'Raunchy Comedy', 'Slapstick', 'Stoner Comedy', 'Teen Comedy', 'Comedy']"
Deva,"['Cop Drama', 'One-Person Army Action', 'Police Procedural', 'Psychological Thriller', 'Suspense Mystery', 'Whodunnit', 'Action', 'Crime', 'Drama', 'Mystery']"
Princess Mononoke,"['Action Epic', 'Adult Animation', 'Adventure Epic', 'Anime', 'Dark Fantasy', 'Fantasy Epic', 'Hand-Drawn Animation', 'Quest', 'Adventure', 'Animation']"
Perfect Days,"['Psychological Drama', 'Drama']"
Friday,"['Buddy Comedy', 'Stoner Comedy', 'Comedy', 'Drama']"
The Greatest Showman,"['Period Drama', 'Pop Musical', 'Showbiz Drama', 'Biography', 'Drama', 'Musical']"
Nonnas,['Comedy']
Uncut Gems,"['Psychological Drama', 'Psychological Thriller', 'Crime', 'Drama', 'Thriller']"
Blue Velvet,"['Erotic Thriller', 'Psychological Thriller', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Ferris Bueller's Day Off,"['Buddy Comedy', 'Satire', 'Teen Comedy', 'Comedy']"
"Good Luck to You, Leo Grande","['Quirky Comedy', 'Comedy', 'Drama']"
You're Cordially Invited,['Comedy']
Harry Potter and the Order of the Phoenix,"['Teen Adventure', 'Teen Fantasy', 'Action', 'Adventure', 'Family', 'Fantasy', 'Mystery']"
I Saw the TV Glow,"['Coming-of-Age', 'Psychological Drama', 'Suspense Mystery', 'Drama', 'Mystery']"
Armageddon,"['Disaster', 'Space Sci-Fi', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Psycho,"['Dark Comedy', 'Psychological Horror', 'Psychological Thriller', 'Slasher Horror', 'Suspense Mystery', 'Drama', 'Horror', 'Mystery', 'Thriller']"
Wonka,"['Supernatural Fantasy', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']"
Men in Black,"['Alien Invasion', 'Buddy Comedy', 'Buddy Cop', 'High-Concept Comedy', 'Urban Adventure', 'Action', 'Adventure', 'Comedy', 'Sci-Fi']"
The Da Vinci Code,"['Conspiracy Thriller', 'Globetrotting Adventure', 'Suspense Mystery', 'Mystery', 'Thriller']"
The Wizard of Oz,"['Adventure Epic', 'Classic Musical', 'Fairy Tale', 'Fantasy Epic', 'Quest', 'Adventure', 'Family', 'Fantasy', 'Musical']"
Chronicle,"['Coming-of-Age', 'Superhero', 'Teen Adventure', 'Teen Drama', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']"
School of Rock,"['High-Concept Comedy', 'Comedy', 'Music']"
Bridge to Terabithia,"['Coming-of-Age', 'Drama', 'Family', 'Fantasy']"
Ghosted,"['Romantic Comedy', 'Action', 'Adventure', 'Comedy', 'Romance']"
Thor,"['Superhero', 'Supernatural Fantasy', 'Action', 'Fantasy']"
Trainspotting,"['Dark Comedy', 'Psychological Drama', 'Drama']"
The Human Centipede (First Sequence),"['Body Horror', 'Splatter Horror', 'Horror']"
Tremors,"['B-Horror', 'Dark Comedy', 'Monster Horror', 'Comedy', 'Horror']"
The Irishman,"['Docudrama', 'Epic', 'Gangster', 'Period Drama', 'True Crime', 'Biography', 'Crime', 'Drama', 'History', 'Thriller']"
Terrifier,"['Slasher Horror', 'Splatter Horror', 'Teen Horror', 'Horror', 'Thriller']"
Aftersun,"['Coming-of-Age', 'Teen Drama', 'Drama']"
Veera Dheera Sooran: Part 2,"['Martial Arts', 'Action']"
Runaway Jury,"['Conspiracy Thriller', 'Legal Drama', 'Legal Thriller', 'Crime', 'Drama', 'Thriller']"
The Hill,"['Biography', 'Drama', 'Sport']"
The Little Mermaid,"['Fairy Tale', 'Feel-Good Romance', 'Sea Adventure', 'Teen Romance', 'Adventure', 'Family', 'Fantasy', 'Musical', 'Romance']"
Captain America: Civil War,"['Superhero', 'Action', 'Sci-Fi']"
Cruel Intentions,"['Dark Romance', 'Psychological Drama', 'Steamy Romance', 'Teen Drama', 'Teen Romance', 'Drama', 'Romance']"
The Faculty,"['Alien Invasion', 'Monster Horror', 'Teen Horror', 'Horror', 'Mystery', 'Sci-Fi']"
It's a Mad Mad Mad Mad World,"['Caper', 'Epic', 'Globetrotting Adventure', 'Road Trip', 'Screwball Comedy', 'Slapstick', 'Action', 'Adventure', 'Comedy', 'Crime']"
The Salt Path,"['Docudrama', 'Psychological Drama', 'Tragedy', 'Drama']"
The Idea of You,"['Feel-Good Romance', 'Romantic Comedy', 'Comedy', 'Drama', 'Romance']"
Shrek,"['Buddy Comedy', 'Computer Animation', 'Fairy Tale', 'Feel-Good Romance', 'Parody', 'Quest', 'Romantic Comedy', 'Satire', 'Slapstick', 'Swashbuckler']"
Lucky Baskhar,"['Caper', 'Crime', 'Drama', 'Thriller']"
The Cabin in the Woods,"['Conspiracy Thriller', 'Monster Horror', 'Psychological Horror', 'Slasher Horror', 'Supernatural Horror', 'Suspense Mystery', 'Teen Horror', 'Werewolf Horror', 'Horror', 'Mystery']"
The Last Stop in Yuma County,"['Crime', 'Drama', 'Thriller']"
The Gray Man,"['One-Person Army Action', 'Action', 'Mystery', 'Thriller']"
The Marvels,"['Space Sci-Fi', 'Superhero', 'Action', 'Adventure', 'Sci-Fi']"
Ne Zha 2,"['Computer Animation', 'Fantasy Epic', 'Martial Arts', 'Supernatural Fantasy', 'Action', 'Adventure', 'Animation', 'Drama', 'Fantasy']"
Cheech & Chong's Last Movie,"['Music Documentary', 'Documentary']"
The Exorcist,"['Body Horror', 'Psychological Drama', 'Psychological Horror', 'Supernatural Horror', 'Tragedy', 'Horror']"
Children of Men,"['Dystopian Sci-Fi', 'Epic', 'Sci-Fi Epic', 'Drama', 'Sci-Fi', 'Thriller']"
Eden Lake,"['Psychological Horror', 'Psychological Thriller', 'Splatter Horror', 'Teen Horror', 'Tragedy', 'Horror', 'Thriller']"
Shang-Chi and the Legend of the Ten Rings,"['Action Epic', 'Adventure Epic', 'Fantasy Epic', 'Kung Fu', 'Martial Arts', 'Superhero', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Amélie,"['Feel-Good Romance', 'Quirky Comedy', 'Romantic Comedy', 'Comedy', 'Romance']"
Jojo Rabbit,"['Coming-of-Age', 'Dark Comedy', 'High-Concept Comedy', 'Period Drama', 'Quirky Comedy', 'Satire', 'Comedy', 'Drama', 'War']"
Into the Wild,"['Coming-of-Age', 'Docudrama', 'Road Trip', 'Survival', 'Tragedy', 'Adventure', 'Biography', 'Drama']"
The Ritual,['Horror']
Nickel Boys,"['Coming-of-Age', 'Tragedy', 'Drama']"
Draft Day,"['Football', 'Drama', 'Sport']"
Dracula,"['Dark Fantasy', 'Dark Romance', 'Supernatural Fantasy', 'Supernatural Horror', 'Tragedy', 'Vampire Horror', 'Fantasy', 'Horror', 'Romance']"
Meet Joe Black,"['Supernatural Fantasy', 'Tragic Romance', 'Drama', 'Fantasy', 'Romance']"
Black Adam,"['Superhero', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Desire,"['Steamy Romance', 'Drama', 'Romance']"
Uncharted,"['Globetrotting Adventure', 'Quest', 'Action', 'Adventure']"
Palm Springs,"['Feel-Good Romance', 'High-Concept Comedy', 'Romantic Comedy', 'Supernatural Fantasy', 'Comedy', 'Fantasy', 'Mystery', 'Romance']"
Kung Fu Panda,"['Animal Adventure', 'Computer Animation', 'Kung Fu', 'Martial Arts', 'Wuxia', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']"
The Social Network,"['Docudrama', 'Epic', 'Legal Drama', 'Biography', 'Drama']"
Office Space,"['Satire', 'Comedy']"
The Tomorrow War,"['Alien Invasion', 'Dystopian Sci-Fi', 'Time Travel', 'Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']"
A Serbian Film,"['Showbiz Drama', 'Splatter Horror', 'Suspense Mystery', 'Horror', 'Mystery', 'Thriller']"
Fresh,"['Psychological Horror', 'Psychological Thriller', 'Horror', 'Thriller']"
Salem's Lot,"['Supernatural Horror', 'Vampire Horror', 'Horror', 'Thriller']"
The Holdovers,"['Holiday Comedy', 'Comedy', 'Drama', 'Holiday']"
Boogie Nights,"['Period Drama', 'Showbiz Drama', 'Drama']"
Pretty Woman,"['Feel-Good Romance', 'Romantic Comedy', 'Comedy', 'Romance']"
Doctor Strange in the Multiverse of Madness,"['Dark Fantasy', 'Superhero', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
The Mask,"['High-Concept Comedy', 'Slapstick', 'Superhero', 'Comedy', 'Crime', 'Fantasy']"
The Incredible Hulk,"['Kaiju', 'One-Person Army Action', 'Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']"
The Sandlot,"['Baseball', 'Coming-of-Age', 'Teen Comedy', 'Comedy', 'Drama', 'Family', 'Sport']"
Booksmart,"['Buddy Comedy', 'Coming-of-Age', 'Teen Comedy', 'Comedy']"
The Expendables 4,"['Action Epic', 'Action', 'Adventure', 'Thriller', 'War']"
The Zone of Interest,"['Period Drama', 'Drama', 'History', 'War']"
V for Vendetta,"['Dystopian Sci-Fi', 'Political Thriller', 'Superhero', 'Action', 'Drama', 'Sci-Fi', 'Thriller']"
Scent of a Woman,"['Epic', 'Drama']"
Beetlejuice,"['Dark Comedy', 'Dark Fantasy', 'Quirky Comedy', 'Slapstick', 'Supernatural Fantasy', 'Comedy', 'Fantasy']"
Passengers,"['Space Sci-Fi', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']"
Carrie,"['Supernatural Horror', 'Teen Horror', 'Horror', 'Mystery']"
Marked Men,"['Dark Romance', 'Steamy Romance', 'Romance']"
The Fast and the Furious,"['Car Action', 'Action', 'Crime', 'Thriller']"
The Virgin Suicides,"['Coming-of-Age', 'Teen Drama', 'Tragedy', 'Drama', 'Romance']"
